,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.04345878136200717,0.04345878136200717,0.07074893499282976,0.07074893499282976,0.05476746816589957,0.05476746816589957
1,1-2,0.10371863799283154,0.14717741935483872,0.09884096558137753,0.1695899005742073,0.08074080023401373,0.1355082683999133
2,2-3,0.10551075268817205,0.25268817204301075,0.11174743851958228,0.2813373390937896,0.09951939506505669,0.23502766346497
3,3-4,0.0985663082437276,0.35125448028673834,0.11410431282295132,0.3954416519167409,0.11009571799846528,0.3451233814634353
4,4-5,0.09923835125448029,0.4504928315412186,0.10907547434124165,0.5045171262579826,0.11256537346116556,0.45768875492460087
5,5-6,0.08490143369175628,0.5353942652329748,0.09926600143165412,0.6037831276896367,0.10797246784920979,0.5656612227738107
6,6-7,0.0667562724014337,0.6021505376344085,0.08681938893577032,0.6906025166254071,0.0980096588198424,0.6636708815936531
7,7-8,0.060707885304659495,0.662858422939068,0.07341035834008476,0.7640128749654919,0.0846561690281759,0.7483270506218289
8,8-9,0.06294802867383513,0.7258064516129031,0.060253879886076264,0.8242667548515681,0.06983730553524914,0.818164356157078
9,9-10,0.06205197132616488,0.787858422939068,0.04814768141601885,0.872414436267587,0.055168001683023264,0.8733323578401013
10,10-11,0.06810035842293907,0.8559587813620071,0.03753993748518451,0.9099543737527714,0.041810552599573024,0.9151429104396743
11,11-12,0.06294802867383513,0.9189068100358422,0.028608536137102035,0.9385629098898735,0.03044440205778324,0.9455873124974575
12,12-13,0.04838709677419355,0.9672939068100357,0.02133982625283811,0.9599027361427116,0.021322291059643738,0.9669096035571013
13,13-14,0.022625448028673834,0.9899193548387095,0.015598453739961413,0.975501189882673,0.014376236512561123,0.9812858400696625
14,14-15,0.008960573476702509,0.9988799283154121,0.01118380850743554,0.9866849983901085,0.009337840248912916,0.9906236803185754
15,15-16,0.0008960573476702509,0.9997759856630823,0.007871832094725752,0.9945568304848342,0.005846366091766975,0.9964700464103424
16,16-17,0.00022401433691756272,0.9999999999999999,0.00544316951516598,1.0000000000000002,0.003529953589657433,0.9999999999999999
