,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.03942652329749104,0.03942652329749104,0.09388902309450636,0.09388902309450636,0.06772916708194185,0.06772916708194185
1,1-2,0.11424731182795698,0.15367383512544802,0.12331274939030419,0.21720177248481054,0.10016976694462212,0.16789893402656397
2,2-3,0.16442652329749105,0.31810035842293904,0.13181075507237758,0.34901252755718815,0.12105912784464658,0.28895806187121054
3,3-4,0.15300179211469533,0.4711021505376344,0.12721739265995727,0.4762299202171454,0.12935683253584676,0.41831489440705727
4,4-5,0.10170250896057348,0.5728046594982079,0.11475722542987674,0.5909871456470221,0.1261364847425529,0.5444513791496102
5,5-6,0.06563620071684588,0.6384408602150538,0.09834727802652235,0.6893344236735445,0.11403943573457057,0.6584908148841807
6,6-7,0.05510752688172043,0.6935483870967741,0.08082551779596146,0.770159941469506,0.09647126063289646,0.7549620755170772
7,7-8,0.06384408602150538,0.7573924731182795,0.0640813702411428,0.8342413117106487,0.07679957872537256,0.8317616542424497
8,8-9,0.05622759856630825,0.8136200716845877,0.049216003665348736,0.8834573153759975,0.05775683907915516,0.8895184933216049
9,9-10,0.05734767025089606,0.8709677419354838,0.0367270871479697,0.9201844025239672,0.041143501534937094,0.930661994856542
10,10-11,0.04816308243727598,0.9191308243727597,0.026691791015660986,0.9468761935396282,0.027816668405953038,0.9584786632624951
11,11-12,0.043010752688172046,0.9621415770609317,0.018926738933295738,0.9658029324729239,0.017875409248377837,0.9763540725108729
12,12-13,0.021729390681003585,0.9838709677419353,0.013113775739891448,0.9789167082128154,0.01093069774262906,0.987284770253502
13,13-14,0.009184587813620072,0.9930555555555554,0.008889379486725314,0.9878060876995407,0.00636604293489072,0.9936508131883928
14,14-15,0.004256272401433692,0.997311827956989,0.005901496990075118,0.9937075846896158,0.0035337229199120146,0.9971845361083048
15,15-16,0.0015681003584229391,0.998879928315412,0.003840531856610165,0.997548116546226,0.0018706393320787626,0.9990551754403836
16,16-17,0.0011200716845878136,0.9999999999999998,0.0024518834537740294,1.0,0.0009448245596163242,0.9999999999999999
