,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.008288530465949821,0.008288530465949821,0.0031597883796572837,0.0031597883796572837,0.014485412266336173,0.014485412266336173
1,1-2,0.025537634408602152,0.03382616487455197,0.010282685550874112,0.013442473930531395,0.028823220056366988,0.04330863232270316
2,2-3,0.04077060931899642,0.07459677419354839,0.02027121521417414,0.03371368914470553,0.04191284292000896,0.08522147524271212
3,3-4,0.035618279569892476,0.11021505376344087,0.032283513552016585,0.06599720269672212,0.05323223112301655,0.13845370636572868
4,4-5,0.02956989247311828,0.13978494623655915,0.04537547423091692,0.11137267692763904,0.06238326301869573,0.2008369693844244
5,5-6,0.02486559139784946,0.16465053763440862,0.05847175217145831,0.16984442909909736,0.06911395332722643,0.26995092271165083
6,6-7,0.03539426523297491,0.20004480286738352,0.07042664837807212,0.24027107747716947,0.07332697673697987,0.3432778994486307
7,7-8,0.035170250896057347,0.23521505376344087,0.08013700853838734,0.3204080860155568,0.07507453603377288,0.4183524354824036
8,8-9,0.04278673835125448,0.27800179211469533,0.08668033910748298,0.4070884251230398,0.07454113140888428,0.4928935668912879
9,9-10,0.0739247311827957,0.351926523297491,0.0894479453020196,0.4965363704250594,0.07201700241586957,0.5649105693071574
10,10-11,0.08400537634408602,0.435931899641577,0.08824152636633427,0.5847778967913937,0.06786577434225623,0.6327763436494137
11,11-12,0.10416666666666667,0.5400985663082437,0.08330722315203162,0.6680851199434253,0.06249008619586474,0.6952664298452784
12,12-13,0.10237455197132617,0.6424731182795699,0.07529431723230752,0.7433794371757328,0.0562987313019474,0.7515651611472258
13,13-14,0.1028225806451613,0.7452956989247311,0.06514393784748057,0.8085233750232135,0.04967819749352981,0.8012433586407557
14,14-15,0.08691756272401434,0.8322132616487454,0.05393105095791935,0.8624544259811329,0.0429705926427704,0.844213951283526
15,15-16,0.07280465949820789,0.9050179211469533,0.04269486342020204,0.9051492894013349,0.036458941270314016,0.8806728925538401
16,16-17,0.05510752688172043,0.9601254480286737,0.03229448411333723,0.9374437735146721,0.030359887580881643,0.9110327801347217
17,17-18,0.02800179211469534,0.9881272401433691,0.023317702686450736,0.9607614762011228,0.024823055980552827,0.9358558361152745
18,18-19,0.008736559139784945,0.996863799283154,0.016054436751469232,0.9768159129525921,0.01993577368594307,0.9557916098012176
19,19-20,0.00246415770609319,0.9993279569892473,0.01052863863029585,0.9873445515828879,0.015731575522451562,0.9715231853236691
20,20-21,0.00044802867383512545,0.9997759856630823,0.00656915397790575,0.9939137055607936,0.01220087047367032,0.9837240557973395
21,21-22,0.0,0.9997759856630823,0.003894762961283299,0.9978084685220769,0.00930230450153198,0.9930263602988715
22,22-23,0.00022401433691756272,0.9999999999999999,0.0021915314779233164,1.0000000000000002,0.0069736397011286,1.0
