,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.01232078853046595,0.01232078853046595,0.011755292659946036,0.011755292659946036,0.022442829976197072,0.022442829976197072
1,1-2,0.023521505376344086,0.035842293906810034,0.028481396500327476,0.04023668916027351,0.042346794822822345,0.06478962479901942
2,2-3,0.034722222222222224,0.07056451612903225,0.04651053250301305,0.08674722166328655,0.05964939304562701,0.12443901784464644
3,3-4,0.05757168458781362,0.12813620071684587,0.06374426492773562,0.15049148659102218,0.07342337662328688,0.1978623944679333
4,4-5,0.07235663082437276,0.2004928315412186,0.07844389220767967,0.22893537879870185,0.08308643740910476,0.28094883187703806
5,5-6,0.07146057347670251,0.2719534050179211,0.0892547928467459,0.3181901716454477,0.08843492349188356,0.36938375536892165
6,6-7,0.07840501792114696,0.35035842293906805,0.09532465725635032,0.413514828901798,0.08962940495974986,0.4590131603286715
7,7-8,0.06384408602150538,0.4142025089605734,0.0963839765887169,0.5098988054905149,0.0871384930000725,0.546151653328744
8,8-9,0.09565412186379928,0.5098566308243727,0.0927444584952136,0.6026432639857285,0.0816532290026234,0.6278048823313674
9,9-10,0.09386200716845879,0.6037186379928315,0.08520761066489652,0.6878508746506251,0.07398746441218775,0.7017923467435552
10,10-11,0.08557347670250896,0.6892921146953405,0.07490202844313337,0.7627529030937585,0.064979682778482,0.7667720295220372
11,11-12,0.08557347670250896,0.7748655913978494,0.06308526178041841,0.8258381648741769,0.05540908908374382,0.822181118605781
12,12-13,0.06698028673835126,0.8418458781362006,0.05095200493215472,0.8767901698063316,0.04593441726529965,0.8681155358710807
13,13-14,0.053315412186379925,0.8951612903225805,0.03948450847426844,0.9162746782806,0.03705890583388452,0.9051744417049652
14,14-15,0.03920250896057348,0.9343637992831539,0.029366638617027662,0.9456413168976278,0.0291203095868125,0.9342947512917776
15,15-16,0.02486559139784946,0.9592293906810034,0.020965242200594873,0.9666065590982227,0.022301406703281988,0.9565961579950596
16,16-17,0.021953405017921146,0.9811827956989245,0.014366996726737628,0.9809735558249603,0.016654582367114847,0.9732507403621744
17,17-18,0.013664874551971327,0.9948476702508958,0.009449639195779238,0.9904231950207395,0.01213369403203427,0.9853844343942086
18,18-19,0.004032258064516129,0.998879928315412,0.0059645915378733075,0.9963877865586128,0.00862723336944589,0.9940116677636546
19,19-20,0.0011200716845878136,0.9999999999999998,0.0036122134413873056,1.0000000000000002,0.005988332236345427,1.0
