,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.03293010752688172,0.03293010752688172,0.06195196111232189,0.06195196111232189,0.050287707461116445,0.050287707461116445
1,1-2,0.09475806451612903,0.12768817204301075,0.09105795175379795,0.15300991286611984,0.0763458097425842,0.12663351720370064
2,2-3,0.12387992831541218,0.2515681003584229,0.10651390125428603,0.25952381412040587,0.09570479716206187,0.2223383143657625
3,3-4,0.11133512544802868,0.3629032258064516,0.11168952340398858,0.37121333752439445,0.107256038596198,0.3295943529619605
4,4-5,0.08198924731182795,0.44489247311827956,0.10912337715089816,0.4803367146752926,0.11093258825424486,0.44052694121620534
5,5-6,0.05555555555555555,0.5004480286738351,0.10113609687756288,0.5814728115528555,0.10759235464643736,0.5481192958626427
6,6-7,0.05913978494623656,0.5595878136200716,0.08980903568011257,0.671281847232968,0.09875732673778702,0.6468766226004298
7,7-8,0.05869175627240143,0.618279569892473,0.07689169324965164,0.7481735404826196,0.08628205016795337,0.7331586727683832
8,8-9,0.07235663082437276,0.6906362007168457,0.06374268710767886,0.8119162275902985,0.07202864714673543,0.8051873199151186
9,9-10,0.07974910394265233,0.7703853046594981,0.05132176455159105,0.8632379921418896,0.05760978411836843,0.8627971040334871
10,10-11,0.08422939068100359,0.8546146953405016,0.04022476107434671,0.9034627532162363,0.0442331779359423,0.9070302819694294
11,11-12,0.06922043010752688,0.9238351254480285,0.030745847057124635,0.934208600273361,0.032651508522454166,0.9396817904918835
12,12-13,0.043234767025089604,0.967069892473118,0.02295128475096651,0.9571598850243275,0.023198318289704017,0.9628801087815875
13,13-14,0.0228494623655914,0.9899193548387094,0.016752124536842813,0.9739120095611703,0.015878056824030932,0.9787581656056185
14,14-15,0.007168458781362007,0.9970878136200714,0.01196758550657376,0.985879595067744,0.010477019888390221,0.9892351854940087
15,15-16,0.002688172043010753,0.9997759856630821,0.008374993079919926,0.994254588147664,0.006668551686035879,0.9959037371800445
16,16-17,0.00022401433691756272,0.9999999999999997,0.00574541185233601,1.0,0.004096262819955427,1.0
