,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.021064814814814814,0.021064814814814814,0.04254355822351981,0.04254355822351981,0.04284740759535478,0.04284740759535478
1,1-2,0.062037037037037036,0.08310185185185184,0.07478717204830566,0.11733073027182547,0.07222234603438056,0.11506975362973534
2,2-3,0.11226851851851852,0.19537037037037036,0.09777365337480352,0.21510438364662898,0.09470677149962167,0.20977652512935702
3,3-4,0.1087962962962963,0.30416666666666664,0.11098817706426937,0.32609256071089837,0.10875296382433296,0.31852948895369
4,4-5,0.0875,0.3916666666666666,0.11489371733219009,0.44098627804308843,0.11404481336930063,0.4325743023229906
5,5-6,0.07083333333333333,0.4624999999999999,0.11089187685669583,0.5518781548997842,0.11139985309825258,0.5439741554212432
6,6-7,0.08148148148148149,0.5439814814814814,0.10099563093082115,0.6528737858306053,0.10247478244329229,0.6464489378645355
7,7-8,0.08888888888888889,0.6328703703703703,0.08743338917658507,0.7403071750071903,0.08936627289025198,0.7358152107547875
8,8-9,0.08611111111111111,0.7189814814814814,0.07229597943249884,0.8126031544396892,0.07420911014712925,0.8100243209019168
9,9-10,0.0787037037037037,0.7976851851851852,0.05728937695940309,0.8698925313990923,0.0588550062617987,0.8688793271637155
10,10-11,0.0763888888888889,0.874074074074074,0.04361401605391268,0.913506547453005,0.04467864294911261,0.9135579701128281
11,11-12,0.05856481481481481,0.9326388888888888,0.031958111233107725,0.9454646586861127,0.03251713917725864,0.9460751092900868
12,12-13,0.040046296296296295,0.9726851851851851,0.022572158614921324,0.9680368173010341,0.022717457285166283,0.968792566575253
13,13-14,0.01597222222222222,0.9886574074074073,0.015385441254738787,0.9834222585557729,0.015249781676560138,0.9840423482518131
14,14-15,0.008333333333333333,0.9969907407407406,0.010129948607238135,0.9935522071630111,0.00984373115846752,0.9938860794102806
15,15-16,0.0030092592592592593,0.9999999999999998,0.006447792836988745,0.9999999999999998,0.006113920589719164,0.9999999999999998
