,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.023142195937258934,0.023142195937258934,0.013882432443175698,0.013882432443175698,0.026340696613662052,0.026340696613662052
1,1-2,0.02854204165595269,0.05168423759321163,0.031321360583623586,0.045203793026799284,0.04436633586877415,0.0707070324824362
2,2-3,0.055541270249421446,0.10722550784263307,0.0489975264477411,0.09420131947454038,0.059916648663445836,0.13062368114588205
3,3-4,0.05528413473900746,0.16250964258164052,0.06512444277470548,0.15932576224924588,0.07225060850511346,0.20287428965099552
4,4-5,0.05605554127024942,0.21856518385188994,0.07832279572271622,0.2376485579719621,0.080912556404169,0.2837868460551645
5,5-6,0.04551298534327591,0.26407816919516586,0.08761471376329913,0.32526327173526126,0.08575379301693496,0.3695406390720995
6,6-7,0.0521985086140396,0.31627667780920543,0.0924807744170667,0.41774404615232796,0.08691876058207255,0.45645939965417204
7,7-8,0.04859861146824376,0.36487528927744917,0.09288145660917259,0.5106255027615005,0.08480071946889237,0.5412601191230644
8,8-9,0.06376960658266907,0.4286448958601182,0.08921943818064408,0.5998449409421446,0.07997573855022326,0.6212358576732876
9,9-10,0.08845461558241192,0.5170995114425302,0.08224543999607473,0.6820903809382193,0.07312590049771783,0.6943617581710054
10,10-11,0.11005399845718694,0.6271535098997172,0.07292535986592942,0.7550157408041487,0.06496271310005003,0.7593244712710554
11,11-12,0.11879660581126253,0.7459501157109797,0.062294007946289746,0.8173097487504384,0.0561600612768708,0.8154845325479262
12,12-13,0.08614039598868604,0.8320905116996657,0.051321199798545616,0.868630948548984,0.04730317755082601,0.8627877100987522
13,13-14,0.07225507842633068,0.9043455901259965,0.040810382633331935,0.909441331182316,0.038856740299560925,0.9016444503983131
14,14-15,0.04808434044741579,0.9524299305734123,0.031340653213854326,0.9407819843961703,0.031151996139106176,0.9327964465374192
15,15-16,0.03497042941630239,0.9874003599897146,0.023252856592490073,0.9640348409886604,0.02439025843908328,0.9571867049765025
16,16-17,0.010542555926973516,0.9979429159166882,0.016672052066334896,0.9807068930549954,0.018658543947682793,0.9758452489241853
17,17-18,0.0015428130624839291,0.9994857289791721,0.011553657293246351,0.9922605503482417,0.013952522695832607,0.9897977716200179
18,18-19,0.0005142710208279763,1.0,0.007739449651758154,0.9999999999999998,0.010202228379981764,0.9999999999999997
