,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.053315412186379925,0.053315412186379925,0.10547485274427496,0.10547485274427496,0.06975132228695745,0.06975132228695745
1,1-2,0.13127240143369176,0.18458781362007168,0.12691121092954208,0.23238606367381703,0.09744585697182977,0.16719717925878722
2,2-3,0.13754480286738352,0.32213261648745517,0.12925088685159172,0.3616369505254088,0.11530932106516988,0.2825065003239571
3,3-4,0.1435931899641577,0.4657258064516129,0.12129381445929313,0.4829307649847019,0.12264345058396565,0.4051499509079227
4,4-5,0.10595878136200716,0.5716845878136201,0.10791457144230364,0.5908453364270055,0.12030232176436512,0.5254522726722879
5,5-6,0.08086917562724015,0.6525537634408602,0.09227040948691963,0.6831157459139252,0.11031046579208068,0.6357627384643686
6,6-7,0.058019713261648745,0.710573476702509,0.07641303822540822,0.7595287841393334,0.09530930045216666,0.7310720389165353
7,7-8,0.05129928315412186,0.7618727598566309,0.061597559472263926,0.8211263436115974,0.07799133569017372,0.809063374606709
8,8-9,0.05241935483870968,0.8142921146953406,0.048501205377749664,0.8696275489893471,0.0606533579036107,0.8697167325103197
9,9-10,0.04614695340501792,0.8604390681003585,0.037396842871098235,0.9070243918604454,0.04493961756936944,0.9146563500796892
10,10-11,0.03494623655913978,0.8953853046594983,0.028291232483353752,0.9353156243437991,0.03178016444471945,0.9464365145244086
11,11-12,0.03024193548387097,0.9256272401433693,0.021031388420685335,0.9563470127644844,0.02147981138749056,0.9679163259118991
12,12-13,0.023297491039426525,0.9489247311827959,0.015382340768249519,0.9717293535327339,0.013890374481759055,0.9818067003936581
13,13-14,0.022625448028673834,0.9715501792114697,0.011080577892912316,0.9828099314256462,0.008601452355087696,0.9904081527487458
14,14-15,0.017921146953405017,0.9894713261648747,0.00786801656525188,0.9906779479908981,0.005103849102914157,0.99551200185166
15,15-16,0.008512544802867384,0.997983870967742,0.005511303687874463,0.9961892516787726,0.002903568354484688,0.9984155702061447
16,16-17,0.0020161290322580645,1.0,0.003810748321227649,1.0000000000000002,0.001584429793855182,0.9999999999999999
