,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.00625,0.00625,0.006013025178693564,0.006013025178693564,0.014918955179627748,0.014918955179627748
1,1-2,0.025925925925925925,0.03217592592592593,0.01621438454151845,0.022227409720212015,0.030045399191632332,0.044964354371260076
2,2-3,0.0525462962962963,0.08472222222222223,0.028498549270855288,0.0507259589910673,0.043793555824566247,0.08875791019582632
3,3-4,0.05092592592592592,0.13564814814814816,0.04164707284994617,0.09237303184101348,0.055584824622469074,0.1443427348182954
4,4-5,0.03888888888888889,0.17453703703703705,0.054549657666714005,0.14692268950772747,0.06498549105808439,0.20932822587637978
5,5-6,0.03449074074074074,0.20902777777777778,0.06616227721043173,0.21308496671815919,0.07173185802147197,0.28106008389785175
6,6-7,0.04050925925925926,0.24953703703703706,0.07556667677124292,0.2886516434894021,0.07573858640161979,0.35679867029947154
7,7-8,0.04791666666666667,0.2974537037037037,0.08205341522915831,0.3707050587185604,0.07709049799706383,0.43388916829653534
8,8-9,0.04699074074074074,0.34444444444444444,0.08519538038287822,0.4559004391014386,0.07602003329280425,0.5099092015893396
9,9-10,0.05648148148148148,0.4009259259259259,0.08489096359652722,0.5407914026979659,0.07287404849074923,0.5827832500800888
10,10-11,0.06712962962962964,0.46805555555555556,0.08136500213549397,0.6221564048334598,0.0680745019935129,0.6508577520736017
11,11-12,0.08217592592592593,0.5502314814814815,0.07512518829991992,0.6972815931333797,0.06207775869586548,0.7129355107694673
12,12-13,0.10347222222222222,0.6537037037037037,0.06688120546009137,0.764162798593471,0.0553367850324085,0.7682722958018757
13,13-14,0.10324074074074074,0.7569444444444444,0.057441483944451234,0.8216042825379223,0.04826956589901555,0.8165418617008913
14,14-15,0.09907407407407408,0.8560185185185185,0.0476064145701024,0.8692106971080247,0.041235849362251685,0.8577777110631429
15,15-16,0.06712962962962964,0.9231481481481482,0.03807627662198812,0.9072869737300128,0.034523033121239804,0.8923007441843828
16,16-17,0.037731481481481484,0.9608796296296297,0.029387450338073218,0.936674424068086,0.02834083968197814,0.9206415838663609
17,17-18,0.02060185185185185,0.9814814814814815,0.021883226675805705,0.9585576507438917,0.02282352414736034,0.9434651080137212
18,18-19,0.009027777777777777,0.9905092592592593,0.01571781631101785,0.9742754670549095,0.018037792289866874,0.9615029003035881
19,19-20,0.004398148148148148,0.9949074074074074,0.01088599291525861,0.9851614599701681,0.013994384765611993,0.9754972850692001
20,20-21,0.0025462962962962965,0.9974537037037037,0.007267464346508813,0.992428924316677,0.010661360524993441,0.9861586455941935
21,21-22,0.0011574074074074073,0.9986111111111111,0.0046748316627944105,0.9971037559794713,0.00797740916926667,0.9941360547634602
22,22-23,0.001388888888888889,1.0,0.002896244020528278,0.9999999999999996,0.005863945236539659,0.9999999999999999
