,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.010976702508960573,0.010976702508960573,0.005323186669118979,0.005323186669118979,0.016445171164116666,0.016445171164116666
1,1-2,0.021729390681003585,0.03270609318996416,0.01492587304247623,0.02024905971159521,0.03130129533057861,0.04774646649469528
2,2-3,0.04457885304659498,0.07728494623655914,0.02686873172198721,0.04711779143358242,0.04476385323599831,0.0925103197306936
3,3-4,0.04189068100358423,0.11917562724014337,0.039974531909861916,0.08709232334344433,0.056286060086552576,0.14879637981724617
4,4-5,0.05129928315412186,0.17047491039426524,0.05313002663109525,0.14022234997453958,0.06546049944754685,0.21425687926479303
5,5-6,0.034274193548387094,0.20474910394265233,0.06524755031387011,0.2054699002884097,0.07204168432124007,0.2862985635860331
6,6-7,0.029345878136200716,0.23409498207885304,0.07532962920185786,0.28079952949026754,0.07595311011235982,0.36225167369839295
7,7-8,0.03942652329749104,0.27352150537634407,0.0825636493127041,0.36336317880297164,0.07727911767899799,0.43953079137739093
8,8-9,0.04704301075268817,0.32056451612903225,0.08641245844591737,0.449775637248889,0.07624361079784489,0.5157744021752358
9,9-10,0.05734767025089606,0.3779121863799283,0.0866766588479875,0.5364522960968765,0.07317899634187444,0.5889533985171103
10,10-11,0.0835573476702509,0.4614695340501792,0.083512306268763,0.6199646023656395,0.06848948410420502,0.6574428826213152
11,11-12,0.09005376344086022,0.5515232974910395,0.07739773011147696,0.6973623324771165,0.06261304406951715,0.7200559266908324
12,12-13,0.10909498207885304,0.6606182795698925,0.06905439152832306,0.7664167240054396,0.05598591903016321,0.7760418457209957
13,13-14,0.10058243727598566,0.7612007168458782,0.05933669054766269,0.8257534145531022,0.04901275698223622,0.8250546027032318
14,14-15,0.08960573476702509,0.8508064516129032,0.04911188800610824,0.8748653025592105,0.04204433680308027,0.8670989395063121
15,15-16,0.06698028673835126,0.9177867383512545,0.03915223137985384,0.9140175339390643,0.03536370136874941,0.9024626408750616
16,16-17,0.04435483870967742,0.9621415770609318,0.03005693812113866,0.9440744720602029,0.029180453623941748,0.9316430944990033
17,17-18,0.021953405017921146,0.9840949820788529,0.02221345346939419,0.9662879255295971,0.023632138151058284,0.9552752326500615
18,18-19,0.00985663082437276,0.9939516129032256,0.015797934710469884,0.9820858602400669,0.018791092068113125,0.9740663247181747
19,19-20,0.004704301075268817,0.9986559139784945,0.01080689358796179,0.9928927538280288,0.014674916545058807,0.9887412412632335
20,20-21,0.0013440860215053765,0.9999999999999999,0.007107246171971074,0.9999999999999999,0.011258758736766654,1.0000000000000002
