,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.006795101553166069,0.006795101553166069,0.0057308707919213045,0.0057308707919213045,0.0177321476371215,0.0177321476371215
1,1-2,0.018518518518518517,0.025313620071684587,0.016705286723934683,0.022436157515855988,0.035141067657782875,0.05287321529490438
2,2-3,0.032855436081242535,0.058169056152927126,0.030688703774444173,0.05312486129030016,0.050678277908378054,0.10355149320328244
3,3-4,0.043234767025089604,0.10140382317801673,0.0461507678428442,0.09927562913314436,0.06359884458142567,0.16715033778470811
4,4-5,0.05831839904420549,0.1597222222222222,0.06155355318973594,0.1608291823228803,0.0733814345058125,0.2405317722905206
5,5-6,0.05555555555555555,0.21527777777777776,0.07535949863254565,0.23618868095542594,0.07976022001394927,0.32029199230446986
6,6-7,0.05704898446833931,0.27232676224611707,0.08617344908535994,0.3223621300407859,0.08272795897312361,0.4030199512775935
7,7-8,0.0625,0.33482676224611707,0.09292225742221882,0.4152843874630047,0.08251212287516116,0.4855320741527547
8,8-9,0.08101851851851852,0.41584528076463556,0.09501242671421452,0.5102968141772193,0.07952947146687787,0.5650615456196325
9,9-10,0.08101851851851852,0.49686379928315405,0.09241894429949919,0.6027157584767184,0.07432684132382382,0.6393883869434563
10,10-11,0.08310931899641577,0.5799731182795698,0.08567654652598414,0.6883923050027025,0.06751684709303242,0.7069052340364887
11,11-12,0.09528076463560335,0.6752538829151731,0.07577017337872656,0.7641624783814291,0.05971670234167102,0.7666219363781598
12,12-13,0.09169653524492234,0.7669504181600955,0.06394845176635178,0.8281109301477809,0.051496724223345024,0.8181186606015048
13,13-14,0.07862903225806452,0.84557945041816,0.05150429704224347,0.8796152271900244,0.04334273418058051,0.8614613947820854
14,14-15,0.06354540023894863,0.9091248506571086,0.039573417558919105,0.9191886447489435,0.03563400506004629,0.8970953998421317
15,15-16,0.04256272401433692,0.9516875746714455,0.028992731820583158,0.9481813765695266,0.028636084088880496,0.9257314839310122
16,16-17,0.028524492234169654,0.9802120669056151,0.02024030071449157,0.9684216772840182,0.022506065257516184,0.9482375491885284
17,17-18,0.013291517323775388,0.9935035842293906,0.013454223274353196,0.9818759005583714,0.017306853983319992,0.9655444031718484
18,18-19,0.004704301075268817,0.9982078853046594,0.008508494559238704,0.9903843951176101,0.013026661642759996,0.9785710648146084
19,19-20,0.001418757467144564,0.999626642771804,0.005114622898380479,0.9954990180159906,0.00960026332812854,0.988171328142737
20,20-21,0.0002986857825567503,0.9999253285543608,0.00291969844956312,0.9984187164655537,0.0069292527171881755,0.9951005808599251
21,21-22,7.467144563918757e-05,1.0,0.001581283534446316,1.0,0.004899419140075107,1.0000000000000002
