,Intervalo V [m/s],Real,Acum Real,Weibull,Acum Weibull,Rayleigh,Acum Rayleigh
0,0-1,0.015456989247311828,0.015456989247311828,0.005257200144344112,0.005257200144344112,0.0188711657354436,0.0188711657354436
1,1-2,0.026284348864994027,0.041741338112305855,0.015247277473848646,0.020504477618192758,0.034168993445928005,0.0530401591813716
2,2-3,0.04547491039426523,0.08721624850657109,0.02797272156539648,0.04847719918358924,0.04786015621759767,0.10090031539896926
3,3-4,0.035543608124253286,0.12275985663082437,0.042119896309904745,0.09059709549349398,0.059366776026576785,0.16026709142554604
4,4-5,0.02986857825567503,0.1526284348864994,0.05638820284075138,0.14698529833424537,0.06827610857636761,0.22854320000191364
5,5-6,0.030988649940262843,0.18361708482676226,0.06947249377031134,0.2164577921045567,0.07436309124253047,0.3029062912444441
6,6-7,0.0372610513739546,0.22087813620071686,0.08016260358527527,0.296620395689832,0.07759408360666509,0.3805003748511092
7,7-8,0.0468936678614098,0.26777180406212664,0.08747981428252043,0.38410020997235245,0.07811275637106972,0.45861313122217895
8,8-9,0.053688769414575864,0.3214605734767025,0.09080535168526457,0.474905561657617,0.07621117982362711,0.5348243110458061
9,9-10,0.08034647550776583,0.4018070489844683,0.08996549044621094,0.5648710521038279,0.07229066199254999,0.607114973038356
10,10-11,0.10103046594982079,0.5028375149342891,0.08524895419353656,0.6501200062973644,0.06681762022281204,0.6739325932611681
11,11-12,0.11432198327359618,0.6171594982078853,0.07734848567405937,0.7274684919714238,0.06027971172419357,0.7342123049853616
12,12-13,0.10939366786140979,0.7265531660692951,0.06723706350228295,0.7947055554737068,0.05314670416440088,0.7873590091497625
13,13-14,0.09356332138590204,0.8201164874551972,0.05600526857569429,0.8507108240494011,0.045839339265836,0.8331983484155985
14,14-15,0.07892771804062126,0.8990442054958184,0.04469494030905493,0.8954057643584561,0.03870798176919495,0.8719063301847935
15,15-16,0.053688769414575864,0.9527329749103943,0.03416295740275468,0.9295687217612107,0.03202140184233905,0.9039277320271325
16,16-17,0.03016726403823178,0.9829002389486261,0.0249985490486735,0.9545672708098842,0.025964814981638516,0.929892547008771
17,17-18,0.0126194743130227,0.9955197132616488,0.017501865490143077,0.9720691363000273,0.020645431807217916,0.9505379788159889
18,18-19,0.0034348864994026285,0.9989545997610514,0.011715951058112682,0.98378508735814,0.01610330239288414,0.966641281208873
19,19-20,0.0008213859020310633,0.9997759856630825,0.00749345861560774,0.9912785459737476,0.012325154393630118,0.9789664356025032
20,20-21,0.00014934289127837514,0.9999253285543608,0.004575805274134299,0.9958543512478819,0.009259146006893688,0.9882255816093969
21,21-22,0.0,0.9999253285543608,0.0026655575731071553,0.9985199088209891,0.006828879449662236,0.9950544610590591
22,22-23,7.467144563918757e-05,1.0,0.0014800911790108443,0.9999999999999999,0.004945538940940898,1.0
